# Synthetic prototype data — not real customer bookings. DO NOT insert into public.bookings.
provider_id,date,city,service_id,service_name,booking_count,completed_count,cancelled_count,rejected_count,rating,active_jobs,daily_earnings_proxy
prov-gurgaon-society-common-area-sanitization,2026-08-01,Delhi NCR,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.54,0,0
prov-patna-wall-painting-waterproofing,2026-08-01,Delhi NCR,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.47,0,0
prov-delhi-carpentry-furniture-assembly,2026-08-01,Delhi NCR,srv-paint-01,Wall Painting & Waterproofing,3,3,0,0,4.93,1,6436
prov-delhi-gardening-balcony-greenery,2026-08-01,Delhi NCR,srv-pest-01,Organic Pest Control,0,0,0,0,4.87,0,0
prov-delhi-07,2026-08-01,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.98,1,967
prov-delhi-closet-organiser,2026-08-01,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.87,0,0
prov-delhi-community-event-sound-electrical-setup,2026-08-01,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.71,0,458
prov-delhi-moving-heavy-lifting-assistance,2026-08-01,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.94,1,1478
prov-indore-car-washing,2026-08-01,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.59,0,0
prov-lucknow-elder-assistance-companionship,2026-08-01,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.72,0,0
prov-gurgaon-wall-painting-waterproofing,2026-08-01,Gurugram,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.59,0,0
prov-gurgaon-most-02,2026-08-01,Gurugram,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.72,0,1171
prov-chennai-wall-painting-waterproofing,2026-08-01,Gurugram,srv-elder-01,Elder Assistance & Companionship,4,3,1,0,4.61,1,1584
prov-gurgaon-home-chef-meal-preparation,2026-08-01,Gurugram,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.94,0,494
prov-gurgaon-carpentry-furniture-assembly,2026-08-01,Gurugram,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.69,0,0
prov-gurgaon-gardening-balcony-greenery,2026-08-01,Gurugram,srv-pest-01,Organic Pest Control,2,2,0,0,4.95,1,1919
prov-gurgaon-closet-organiser,2026-08-01,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.92,0,0
prov-gurgaon-community-event-sound-electrical-setup,2026-08-01,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.91,1,945
prov-gurgaon-moving-heavy-lifting-assistance,2026-08-01,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,5.0,0,0
prov-patna-elder-assistance-companionship,2026-08-01,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.71,0,465
prov-siliguri-18,2026-08-01,Gurugram,srv-soc-event-01,Community Event Sound & Electrical Setup,2,2,0,0,4.52,1,3475
prov-hyderabad-19,2026-08-01,Hyderabad,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,5.0,0,470
prov-hyderabad-most-01,2026-08-01,Hyderabad,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.75,0,1230
prov-hyderabad-home-chef-meal-preparation,2026-08-01,Hyderabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.94,0,0
prov-indore-society-common-area-sanitization,2026-08-01,Hyderabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.53,0,511
prov-pune-plumbing-repair-leakage-fix,2026-08-01,Hyderabad,srv-elder-01,Elder Assistance & Companionship,2,0,1,1,4.7,1,0
prov-visakhapatnam-wall-painting-waterproofing,2026-08-01,Hyderabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.46,0,501
prov-hyderabad-carpentry-furniture-assembly,2026-08-01,Hyderabad,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.88,0,1867
prov-hyderabad-gardening-balcony-greenery,2026-08-01,Hyderabad,srv-pest-01,Organic Pest Control,0,0,0,0,4.8,0,0
prov-siliguri-gardening-balcony-greenery,2026-08-01,Hyderabad,srv-pest-01,Organic Pest Control,1,1,0,0,4.95,0,937
prov-chennai-most-02,2026-08-01,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.47,0,478
prov-hyderabad-closet-organiser,2026-08-01,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-hyderabad-community-event-sound-electrical-setup,2026-08-01,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.78,0,0
prov-hyderabad-moving-heavy-lifting-assistance,2026-08-01,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.79,1,1383
prov-ahmedabad-society-common-area-sanitization,2026-08-01,Hyderabad,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.58,0,0
prov-indore-elder-assistance-companionship,2026-08-01,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.57,0,1816
prov-lucknow-wall-painting-waterproofing,2026-08-01,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.46,0,0
prov-siliguri-wall-painting-waterproofing,2026-08-01,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.63,0,1951
prov-delhi-elder-assistance-companionship,2026-08-01,Indore,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.61,0,0
prov-indore-organic-pest-control,2026-08-01,Indore,srv-carp-01,Carpentry & Furniture Assembly,2,2,0,0,4.46,1,1049
prov-indore-most-02,2026-08-01,Indore,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.93,0,1405
prov-indore-home-chef-meal-preparation,2026-08-01,Indore,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.89,0,522
prov-indore-carpentry-furniture-assembly,2026-08-01,Indore,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.99,0,2102
prov-kolkata-most-02,2026-08-01,Indore,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.61,0,0
prov-kolkata-plumbing-repair-leakage-fix,2026-08-01,Indore,srv-paint-01,Wall Painting & Waterproofing,3,3,0,0,4.71,1,6437
prov-hyderabad-car-washing,2026-08-01,Indore,srv-pest-01,Organic Pest Control,0,0,0,0,3.85,0,0
prov-indore-gardening-balcony-greenery,2026-08-01,Indore,srv-pest-01,Organic Pest Control,0,0,0,0,4.85,0,0
prov-ahmedabad-plumbing-repair-leakage-fix,2026-08-01,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.58,0,444
prov-indore-closet-organiser,2026-08-01,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.95,1,915
prov-indore-community-event-sound-electrical-setup,2026-08-01,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,5.0,0,0
prov-indore-moving-heavy-lifting-assistance,2026-08-01,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.99,0,0
prov-jaipur-plumbing-repair-leakage-fix,2026-08-01,Indore,srv-soc-clean-01,Society Common Area Sanitization,3,2,1,0,3.5,3,5378
prov-delhi-organic-pest-control,2026-08-01,Indore,srv-soc-event-01,Community Event Sound & Electrical Setup,2,2,0,0,4.72,1,3525
prov-bengaluru-organic-pest-control,2026-08-01,Jaipur,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.74,0,1289
prov-jaipur-home-chef-meal-preparation,2026-08-01,Jaipur,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.78,1,947
prov-siliguri-home-chef-meal-preparation,2026-08-01,Jaipur,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.85,0,0
prov-mumbai-organic-pest-control,2026-08-01,Jaipur,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,4.68,0,482
prov-jaipur-carpentry-furniture-assembly,2026-08-01,Jaipur,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.87,1,3685
prov-jaipur-gardening-balcony-greenery,2026-08-01,Jaipur,srv-pest-01,Organic Pest Control,0,0,0,0,4.95,0,0
prov-jaipur-community-event-sound-electrical-setup,2026-08-01,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.84,0,0
prov-jaipur-most-02,2026-08-01,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.94,1,877
prov-jaipur-moving-heavy-lifting-assistance,2026-08-01,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.96,0,474
prov-siliguri-community-event-sound-electrical-setup,2026-08-01,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.66,0,0
prov-bengaluru-wall-painting-waterproofing,2026-08-01,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.64,0,0
prov-chennai-plumbing-repair-leakage-fix,2026-08-01,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.74,0,0
prov-gurgaon-08,2026-08-01,Kochi,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.54,0,0
prov-mumbai-most-01,2026-08-01,Kochi,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.72,0,0
prov-sunita-06,2026-08-01,Kochi,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.55,1,2663
prov-jaipur-wall-painting-waterproofing,2026-08-01,Kochi,srv-cook-01,Home Chef & Meal Preparation,3,3,0,0,4.64,1,2144
prov-pune-elder-assistance-companionship,2026-08-01,Kochi,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.65,0,373
prov-chennai-organic-pest-control,2026-08-01,Kochi,srv-garden-01,Gardening & Balcony Greenery,3,3,0,0,4.63,1,1412
prov-kolkata-wall-painting-waterproofing,2026-08-01,Kochi,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.47,0,0
prov-patna-organic-pest-control,2026-08-01,Kolkata,srv-ac-01,AC Deep Foam Jet Servicing,3,3,0,0,4.69,1,1942
prov-jaipur-car-washing,2026-08-01,Kolkata,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.47,1,2548
prov-kolkata-most-01,2026-08-01,Kolkata,srv-clean-01,Full Home Deep Cleaning,5,5,0,0,3.65,2,6573
prov-kolkata-home-chef-meal-preparation,2026-08-01,Kolkata,srv-elder-01,Elder Assistance & Companionship,2,1,1,0,4.98,3,527
prov-ahmedabad-most-02,2026-08-01,Kolkata,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.72,0,0
prov-patna-plumbing-repair-leakage-fix,2026-08-01,Kolkata,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.64,0,418
prov-visakhapatnam-elder-assistance-companionship,2026-08-01,Kolkata,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.68,0,0
prov-jaipur-closet-organiser,2026-08-01,Kolkata,srv-garden-01,Gardening & Balcony Greenery,4,4,0,0,4.72,1,1930
prov-kolkata-17,2026-08-01,Kolkata,srv-garden-01,Gardening & Balcony Greenery,3,3,0,0,4.92,1,1478
prov-lucknow-most-01,2026-08-01,Kolkata,srv-garden-01,Gardening & Balcony Greenery,4,4,0,0,4.68,2,1885
prov-chennai-society-common-area-sanitization,2026-08-01,Kolkata,srv-move-01,Moving & Heavy Lifting Assistance,3,3,0,0,4.67,1,2349
prov-kolkata-carpentry-furniture-assembly,2026-08-01,Kolkata,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.8,0,0
prov-kolkata-gardening-balcony-greenery,2026-08-01,Kolkata,srv-pest-01,Organic Pest Control,1,1,0,0,4.91,0,924
prov-kolkata-closet-organiser,2026-08-01,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-kolkata-community-event-sound-electrical-setup,2026-08-01,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.81,1,862
prov-kolkata-moving-heavy-lifting-assistance,2026-08-01,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.65,0,444
prov-siliguri-moving-heavy-lifting-assistance,2026-08-01,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.7,0,0
prov-lucknow-most-02,2026-08-01,Lucknow,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.74,0,1419
prov-lucknow-home-chef-meal-preparation,2026-08-01,Lucknow,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.97,0,487
prov-visakhapatnam-society-common-area-sanitization,2026-08-01,Lucknow,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.46,0,0
prov-lucknow-carpentry-furniture-assembly,2026-08-01,Lucknow,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.94,0,1844
prov-lucknow-gardening-balcony-greenery,2026-08-01,Lucknow,srv-pest-01,Organic Pest Control,1,1,0,0,4.95,0,874
prov-lucknow-closet-organiser,2026-08-01,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.82,1,933
prov-lucknow-community-event-sound-electrical-setup,2026-08-01,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.92,0,0
prov-lucknow-moving-heavy-lifting-assistance,2026-08-01,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.64,1,940
prov-siliguri-closet-organiser,2026-08-01,Lucknow,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.89,0,0
prov-mumbai-car-washing,2026-08-01,Lucknow,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.67,0,0
prov-gurgaon-plumbing-repair-leakage-fix,2026-08-01,Mumbai,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.46,0,1412
prov-mumbai-09,2026-08-01,Mumbai,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.86,1,2754
prov-mumbai-most-02,2026-08-01,Mumbai,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.72,1,2572
prov-mumbai-home-chef-meal-preparation,2026-08-01,Mumbai,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.86,1,1029
prov-hyderabad-elder-assistance-companionship,2026-08-01,Mumbai,srv-elec-01,Electrical Repair & Wiring,3,3,0,0,4.59,1,1246
prov-mumbai-carpentry-furniture-assembly,2026-08-01,Mumbai,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.82,0,0
prov-mumbai-gardening-balcony-greenery,2026-08-01,Mumbai,srv-pest-01,Organic Pest Control,4,4,0,0,4.66,2,3857
prov-mumbai-closet-organiser,2026-08-01,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.75,1,1278
prov-mumbai-community-event-sound-electrical-setup,2026-08-01,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.74,0,0
prov-mumbai-moving-heavy-lifting-assistance,2026-08-01,Mumbai,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.74,0,450
prov-gurgaon-organic-pest-control,2026-08-01,Mumbai,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,2,0,0,4.73,1,7394
prov-siliguri-most-01,2026-08-01,Nagpur,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,4.6,0,464
prov-bengaluru-car-washing,2026-08-01,Nagpur,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.7,1,4295
prov-chennai-elder-assistance-companionship,2026-08-01,Nagpur,srv-pest-01,Organic Pest Control,0,0,0,0,4.63,0,0
prov-pune-wall-painting-waterproofing,2026-08-01,Nagpur,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.58,0,473
prov-chennai-car-washing,2026-08-01,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.55,0,0
prov-rahul-02,2026-08-01,Nagpur,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.75,0,0
prov-visakhapatnam-car-washing,2026-08-01,Nagpur,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.67,0,0
prov-bengaluru-elder-assistance-companionship,2026-08-01,Patna,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,4.68,0,655
prov-gurgaon-most-01,2026-08-01,Patna,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.52,0,0
prov-patna-most-02,2026-08-01,Patna,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.7,0,0
prov-rahul-05,2026-08-01,Patna,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,5.0,0,0
prov-patna-home-chef-meal-preparation,2026-08-01,Patna,srv-elder-01,Elder Assistance & Companionship,3,3,0,0,4.99,1,1635
prov-indore-plumbing-repair-leakage-fix,2026-08-01,Patna,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.6,0,0
prov-jaipur-elder-assistance-companionship,2026-08-01,Patna,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.7,0,0
prov-hyderabad-most-02,2026-08-01,Patna,srv-move-01,Moving & Heavy Lifting Assistance,0,0,0,0,4.64,0,0
prov-kolkata-elder-assistance-companionship,2026-08-01,Patna,srv-move-01,Moving & Heavy Lifting Assistance,2,2,0,0,4.75,1,1576
prov-patna-carpentry-furniture-assembly,2026-08-01,Patna,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.96,0,0
prov-patna-gardening-balcony-greenery,2026-08-01,Patna,srv-pest-01,Organic Pest Control,1,1,0,0,5.0,0,884
prov-patna-closet-organiser,2026-08-01,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.91,0,489
prov-patna-community-event-sound-electrical-setup,2026-08-01,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,5,5,0,0,4.94,2,2095
prov-patna-moving-heavy-lifting-assistance,2026-08-01,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.94,1,1266
prov-patna-15,2026-08-01,Patna,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.98,0,0
prov-vizag-most-01,2026-08-01,Patna,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,1,0,0,4.52,0,3446
prov-pune-most-01,2026-08-01,Pune,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.94,1,2647
prov-pune-home-chef-meal-preparation,2026-08-01,Pune,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.78,0,471
prov-jaipur-most-01,2026-08-01,Pune,srv-garden-01,Gardening & Balcony Greenery,2,1,1,0,4.46,1,504
prov-lucknow-society-common-area-sanitization,2026-08-01,Pune,srv-move-01,Moving & Heavy Lifting Assistance,1,1,0,0,4.5,0,812
prov-pune-11,2026-08-01,Pune,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,5.0,5,4312
prov-pune-carpentry-furniture-assembly,2026-08-01,Pune,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.98,0,2067
prov-siliguri-carpentry-furniture-assembly,2026-08-01,Pune,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.86,0,0
prov-pune-gardening-balcony-greenery,2026-08-01,Pune,srv-pest-01,Organic Pest Control,0,0,0,0,4.74,0,0
prov-pune-closet-organiser,2026-08-01,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.86,1,850
prov-pune-community-event-sound-electrical-setup,2026-08-01,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.86,0,0
prov-pune-moving-heavy-lifting-assistance,2026-08-01,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.77,1,830
prov-ahmedabad-wall-painting-waterproofing,2026-08-01,Pune,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,1,0,0,4.73,0,3661
prov-indore-14,2026-08-01,Surat,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.73,0,0
prov-mumbai-wall-painting-waterproofing,2026-08-01,Surat,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.53,1,3791
prov-patna-society-common-area-sanitization,2026-08-01,Surat,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.6,0,0
prov-pune-most-02,2026-08-01,Surat,srv-pest-01,Organic Pest Control,1,1,0,0,4.52,0,854
prov-bengaluru-plumbing-repair-leakage-fix,2026-08-01,Surat,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.52,0,428
prov-ahmedabad-car-washing,2026-08-01,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.47,0,0
prov-patna-most-01,2026-08-01,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,5,5,0,0,4.55,2,9054
prov-hyderabad-wall-painting-waterproofing,2026-08-01,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,3,3,0,0,4.45,1,2049
prov-mumbai-society-common-area-sanitization,2026-08-01,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,2,2,0,0,4.48,1,1426
prov-neha-04,2026-08-01,Vadodara,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.66,0,0
prov-pune-car-washing,2026-08-01,Vadodara,srv-cook-01,Home Chef & Meal Preparation,2,2,0,0,4.69,1,1421
prov-pune-organic-pest-control,2026-08-01,Visakhapatnam,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.56,0,0
prov-delhi-wall-painting-waterproofing,2026-08-01,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.52,0,0
prov-vizag-most-02,2026-08-01,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.76,0,0
prov-mumbai-elder-assistance-companionship,2026-08-01,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.47,0,0
prov-vizag-13,2026-08-01,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,5.0,0,0
prov-visakhapatnam-home-chef-meal-preparation,2026-08-01,Visakhapatnam,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.77,0,0
prov-mumbai-most-03,2026-08-01,Visakhapatnam,srv-elec-01,Electrical Repair & Wiring,3,3,0,0,4.61,1,1300
prov-lucknow-16,2026-08-01,Visakhapatnam,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,4.67,0,530
prov-siliguri-society-common-area-sanitization,2026-08-01,Visakhapatnam,srv-move-01,Moving & Heavy Lifting Assistance,0,0,0,0,4.55,0,0
prov-visakhapatnam-carpentry-furniture-assembly,2026-08-01,Visakhapatnam,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.79,0,2062
prov-visakhapatnam-gardening-balcony-greenery,2026-08-01,Visakhapatnam,srv-pest-01,Organic Pest Control,3,3,0,0,4.82,1,2488
prov-visakhapatnam-closet-organiser,2026-08-01,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.7,1,941
prov-visakhapatnam-community-event-sound-electrical-setup,2026-08-01,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.77,0,0
prov-visakhapatnam-moving-heavy-lifting-assistance,2026-08-01,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.71,1,917
prov-delhi-plumbing-repair-leakage-fix,2026-08-01,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,1,0,0,4.7,0,3832
prov-kolkata-car-washing,2026-08-01,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.51,0,0
prov-lucknow-organic-pest-control,2026-08-01,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.66,0,0
prov-ahmedabad-most-01,2026-08-02,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.82,0,0
prov-ahmedabad-home-chef-meal-preparation,2026-08-02,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.82,1,978
prov-bengaluru-society-common-area-sanitization,2026-08-02,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.62,0,469
prov-delhi-car-washing,2026-08-02,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.45,0,0
prov-lucknow-plumbing-repair-leakage-fix,2026-08-02,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.7,0,0
prov-ahmedabad-carpentry-furniture-assembly,2026-08-02,Ahmedabad,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.87,1,4141
prov-ahmedabad-gardening-balcony-greenery,2026-08-02,Ahmedabad,srv-pest-01,Organic Pest Control,0,0,0,0,4.97,0,0
prov-hyderabad-organic-pest-control,2026-08-02,Ahmedabad,srv-pest-01,Organic Pest Control,0,0,0,0,4.65,0,0
prov-siliguri-organic-pest-control,2026-08-02,Ahmedabad,srv-pest-01,Organic Pest Control,0,0,0,0,4.58,5,0
prov-ahmedabad-closet-organiser,2026-08-02,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.88,0,411
prov-ahmedabad-community-event-sound-electrical-setup,2026-08-02,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.85,0,0
prov-ahmedabad-moving-heavy-lifting-assistance,2026-08-02,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.97,1,861
prov-indore-wall-painting-waterproofing,2026-08-02,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.63,1,866
prov-ahmedabad-elder-assistance-companionship,2026-08-02,Ahmedabad,srv-soc-clean-01,Society Common Area Sanitization,2,2,0,0,4.47,1,5089
prov-bengaluru-most-01,2026-08-02,Bengaluru,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.96,0,0
prov-bengaluru-most-03,2026-08-02,Bengaluru,srv-clean-01,Full Home Deep Cleaning,3,3,0,0,4.78,1,3899
prov-rajesh-01,2026-08-02,Bengaluru,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.97,1,2512
prov-bengaluru-home-chef-meal-preparation,2026-08-02,Bengaluru,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.8,0,0
prov-bengaluru-carpentry-furniture-assembly,2026-08-02,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.81,0,0
prov-kolkata-society-common-area-sanitization,2026-08-02,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.56,1,4361
prov-siliguri-car-washing,2026-08-02,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.68,0,0
prov-bengaluru-gardening-balcony-greenery,2026-08-02,Bengaluru,srv-pest-01,Organic Pest Control,0,0,0,0,4.92,0,0
prov-bengaluru-closet-organiser,2026-08-02,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.82,0,471
prov-bengaluru-community-event-sound-electrical-setup,2026-08-02,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.88,0,0
prov-bengaluru-moving-heavy-lifting-assistance,2026-08-02,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.99,0,467
